Delta_AF3,Delta_AF4,Delta_F3,Delta_F7,Delta_F8,Delta_FC5,Delta_O2,Delta_P8,Delta_T8,Alpha_AF3,Alpha_AF4,Alpha_F3,Alpha_F7,Alpha_F8,Alpha_FC5,Alpha_O2,Alpha_P8,Alpha_T8,Beta_AF3,Beta_AF4,Beta_F3,Beta_F7,Beta_F8,Beta_FC5,Beta_O2,Beta_P8,Beta_T8,Gamma_AF3,Gamma_AF4,Gamma_F3,Gamma_F7,Gamma_F8,Gamma_FC5,Gamma_O2,Gamma_P8,Gamma_T8,Suj,Tarea_R0_E1,Tarea_R0_E1
10.824426,10.811553,11.120125,11.809298,6.717276,11.678013,11.678013,12.044256,13.173563,11.579237,8.978819,10.87145,9.010203,11.184567,11.684327,11.216798,11.000063,10.091555,20.517675,22.102774,21.00599,21.29102,25.027936,21.293699,21.293699,22.684425,22.65684,15.355563,15.276265,15.250976,15.300874,15.179808,15.339152,15.339152,15.403134,15.328943,1,0,2
10.810207,10.766951,11.135767,11.829568,6.762327,11.696106,11.696106,12.054654,13.4618,11.597101,8.970465,10.88771,9.015852,11.195504,11.779658,11.226804,10.915156,9.991528,20.522224,22.094053,21.015269,21.309253,25.047284,21.309735,21.309735,22.670044,22.640436,15.355283,15.278313,15.250242,15.298778,15.203398,15.33735,15.33735,15.406137,15.33245,1,0,2
10.796178,10.690227,11.14957,11.847621,6.803362,11.712039,11.712039,12.054367,13.495001,11.61786,8.959357,10.905174,9.021359,11.207894,11.879879,11.238053,10.827553,9.888822,20.527509,22.08578,21.025215,21.328161,25.067421,21.326481,21.326481,22.656119,22.624558,15.354762,15.280357,15.249303,15.296461,15.227263,15.335326,15.335326,15.409131,15.335925,1,0,2
10.782594,10.691792,11.161635,11.863635,6.832618,11.728017,11.728017,12.049258,13.290533,11.642009,8.945397,10.923682,9.026615,11.22183,11.984841,11.250579,10.736547,9.784588,20.533537,22.078061,21.035821,21.347685,25.088507,21.343881,21.343881,22.642881,22.609428,15.354001,15.282329,15.248159,15.293931,15.251069,15.333092,15.333092,15.412018,15.339271,1,0,2
10.769606,10.718799,11.172008,11.877729,6.860698,11.742075,11.742075,12.041605,13.105969,11.66973,8.928532,10.943054,9.031563,11.237404,12.093802,11.264409,10.641799,9.683492,20.540306,22.070961,21.047078,21.367778,25.110646,21.36189,21.36189,22.630462,22.595173,15.353001,15.284194,15.246815,15.291198,15.274615,15.330656,15.330656,15.414744,15.342436,1,0,2
10.75741,10.743953,11.180717,11.889915,6.882718,11.754176,11.754176,12.03022,12.953295,11.700323,8.90884,10.963307,9.036373,11.254824,12.205707,11.279676,10.544423,9.596383,20.54782,22.064477,21.059001,21.388467,25.1338,21.38053,21.38053,22.618844,22.581783,15.351763,15.285954,15.24527,15.288261,15.298053,15.328015,15.328015,15.417318,15.345426,1,0,2
10.746218,10.767235,11.187804,11.900192,6.894345,11.76434,11.76434,12.010685,12.837114,11.732621,8.886568,10.98455,9.041288,11.274398,12.319272,11.296587,10.450149,9.537236,20.556082,22.058584,21.071614,21.409813,25.157909,21.399854,21.399854,22.607964,22.569205,15.35029,15.287627,15.243523,16.663607,15.321604,15.325168,15.325168,15.419773,15.348273,1,0,2
10.736099,10.788628,11.19329,11.908577,6.917735,11.772607,11.772607,11.982886,12.737676,11.76513,8.862159,11.006926,9.046551,11.296479,12.432982,11.315397,10.373655,9.508995,20.565087,22.05326,21.08493,21.431862,25.182915,21.419901,21.419901,22.597766,22.557391,15.348587,15.289232,15.241575,15.281758,15.345497,15.322111,15.322111,15.422137,15.351006,1,0,2
10.72707,10.808139,11.197219,11.915106,6.92783,11.779026,11.779026,11.948847,12.64004,11.796022,8.836182,11.030576,9.052386,11.321438,12.545391,11.336381,10.330265,9.499013,20.574842,22.048501,21.098971,21.45467,25.208764,21.440718,21.440718,22.588224,22.546324,15.346659,16.983648,15.239427,15.278188,15.369947,15.318844,15.318844,15.424427,15.35364,1,0,2
10.71908,10.825789,11.199619,11.919806,6.944675,11.783636,11.783636,11.908917,12.541129,11.823444,8.809269,11.055634,9.059014,11.349649,12.655683,11.359835,10.31486,9.493011,20.585356,22.04433,21.113756,21.47828,25.235369,21.462339,21.462339,22.57936,22.536021,15.344512,15.292266,15.237082,15.274405,15.395311,15.315365,15.315365,15.426641,15.356172,1,0,2
10.712012,10.841608,11.200492,11.922704,6.946494,11.786462,11.786462,11.862902,12.442061,11.845884,8.782069,11.082255,9.06668,11.381569,12.76317,11.386147,10.309823,9.482854,20.596644,22.040781,21.129305,21.502733,25.262643,21.484797,21.484797,22.571206,22.526515,15.342155,15.293683,15.23454,15.270408,15.421949,15.311677,15.311677,15.428768,15.358594,1,0,2
10.705714,10.855615,11.19982,11.923821,6.934839,11.787522,11.787522,11.810784,12.344309,11.861927,8.754971,11.110233,9.075446,11.417772,12.866448,11.415676,10.303622,9.465015,20.608726,22.037881,21.145645,21.52808,25.290545,21.508138,21.508138,22.563783,22.517826,15.339596,15.295026,15.231806,15.266199,15.450022,15.307778,15.307778,15.430802,15.360902,1,0,2
10.699993,10.867822,11.197576,11.923166,6.910584,11.786822,11.786822,11.753507,12.245988,11.870346,8.728115,11.139141,9.085306,11.459053,12.963232,11.448856,10.29187,9.437885,20.621612,22.035647,21.162795,21.554363,25.319061,21.532397,21.532397,22.557108,22.509966,15.336845,15.296289,15.228883,15.261777,15.479578,15.303672,15.303672,15.43274,15.363091,1,0,2
10.694624,10.878241,11.193723,11.920738,6.88154,11.784351,11.784351,11.691334,12.147145,11.871121,8.701463,11.168621,9.096377,11.506699,13.050571,11.486486,10.27337,9.400322,20.635311,22.034097,21.180776,21.581622,25.348176,21.557606,21.557606,22.551196,22.502946,15.333912,15.297471,15.225775,15.257145,15.510671,15.299358,15.299358,15.434578,15.36516,1,0,2
10.689372,10.886878,11.188228,11.916524,6.853817,11.780091,11.780091,11.624599,12.048061,11.864549,8.675017,11.197956,9.108665,11.562247,13.125325,11.529367,10.248165,9.351339,20.64983,22.033247,21.199606,21.609902,25.377852,21.583805,21.583805,22.546059,22.496776,15.330807,15.298568,15.222488,15.252305,15.543473,17.520846,17.520846,15.436311,15.367108,1,0,2
10.683999,10.89374,11.181068,11.910504,6.827259,11.774019,11.774019,11.553961,11.947799,11.85234,8.661311,11.226478,9.122252,11.62841,13.184939,11.579094,10.216764,9.289759,20.665181,22.03311,21.219307,21.63925,25.408043,21.611033,21.611033,22.54171,22.491461,15.327542,15.299577,15.219025,15.447266,15.578194,15.290119,15.290119,15.437937,15.368932,1,0,2
10.678264,10.898828,11.172228,11.902645,6.795336,11.766099,11.766099,11.479043,11.846528,11.836582,8.682136,11.253475,9.137195,11.709412,13.228349,11.638122,10.180001,9.214172,20.681375,22.033698,21.23991,21.66973,25.4387,21.639347,21.639347,22.538162,22.487007,15.32413,15.300496,15.215395,15.284264,15.615087,15.2852,15.2852,15.439449,15.370632,1,0,2
10.67193,10.902148,11.161708,11.892922,6.769978,11.756311,11.756311,11.400209,11.744354,11.81845,8.679291,11.278385,9.15349,11.810843,13.256429,11.70969,10.138932,9.123007,20.698423,22.035028,21.261442,21.7014,25.469761,21.668795,21.668795,22.535431,22.483424,15.320585,15.301321,15.211603,15.236555,15.654467,15.280084,15.280084,15.440842,15.372204,1,0,2
10.664772,10.903704,11.149515,11.881319,6.742246,11.744644,11.744644,11.318396,11.639281,11.799667,8.678638,11.301059,9.171006,11.938582,13.271855,11.799871,10.094814,9.014978,20.716331,22.037117,21.283922,21.734304,25.501166,21.699417,21.699417,22.533534,22.480722,15.316919,15.302046,15.207654,15.230904,15.696686,15.274774,15.274774,15.442108,15.373643,1,0,2
10.656569,10.903496,11.135661,11.867823,6.713469,11.731093,11.731093,11.232635,11.531566,11.781454,8.797124,11.322276,9.189678,12.070285,13.278443,11.920425,10.048712,8.889408,20.735105,22.039982,21.307375,21.768495,25.532852,21.731259,21.731259,22.532483,22.478907,15.313145,15.302665,15.203555,15.225055,15.742106,15.269272,15.269272,15.44324,15.374947,1,0,2
10.647135,10.901523,11.120151,11.852426,6.689163,11.715656,11.715656,11.143101,11.421814,11.764879,8.878029,11.343495,9.221408,12.071653,13.2799,12.098947,10.000843,8.747343,20.754751,22.043633,21.331825,21.80403,25.56476,21.764372,21.764372,22.532285,22.477984,15.309276,15.303176,15.199313,15.219011,15.791072,15.26358,15.26358,15.444236,15.376113,1,0,2
10.63627,10.897779,11.102989,11.835123,6.664151,11.698338,11.698338,11.126812,11.309469,11.750868,8.933919,11.366337,9.307765,11.942875,13.279167,12.408378,9.94889,8.594205,20.775277,22.048081,21.357309,21.840977,25.59684,21.798817,21.798817,22.532948,22.477956,15.305325,15.303575,15.194935,15.212775,15.843853,15.257704,15.257704,15.445089,15.37714,1,0,2
10.623871,10.892259,11.084166,11.815908,6.640328,11.679137,11.679137,11.121434,11.194444,11.739852,8.967076,11.392867,9.368378,11.819121,13.278411,12.399453,9.883185,8.44512,20.796688,22.053333,21.383856,21.879399,25.629048,21.83465,21.83465,22.534474,22.478821,15.301304,15.30386,15.190428,15.20635,15.900547,15.251645,15.251645,15.445798,15.378027,1,0,2
10.609974,10.884959,11.063663,11.794759,6.61804,11.65803,11.65803,11.114295,11.076798,11.732009,8.979152,11.425246,9.413272,11.723438,13.279034,12.110417,9.779338,8.333332,20.818978,22.059391,21.411475,21.919338,25.661354,21.871908,21.871908,22.536866,22.48058,15.297219,15.30403,15.185793,15.199732,15.960992,15.245399,15.245399,15.446359,15.378773,1,0,2
10.594573,10.875874,11.041455,11.771655,6.59363,11.634998,11.634998,11.105384,10.956827,11.72753,8.96762,11.465995,9.442835,11.64985,13.281792,11.948658,9.607734,8.300388,20.842146,22.06626,21.440185,21.960851,25.693762,21.910638,21.910638,22.540125,22.483232,15.293075,15.304083,15.181036,15.192917,16.024849,15.238966,15.238966,15.446772,15.379378,1,0,2
10.577654,10.864994,11.017516,11.746574,6.574689,11.610017,11.610017,11.094685,10.868523,11.726579,8.931381,11.517265,9.45728,11.592641,13.286874,11.844041,9.362618,8.346893,20.866193,22.073947,21.470005,22.003994,25.726341,21.950889,21.950889,22.544254,22.486779,15.288878,15.304017,15.176158,15.185903,16.0916,15.232342,15.232342,15.447032,15.379841,1,0,2
10.559228,10.852311,10.991834,11.719491,6.5536,11.583066,11.583066,11.082181,10.856147,11.729081,8.874892,11.577956,9.454688,11.548547,13.293844,11.771453,9.040011,8.431673,20.891114,22.082457,21.500942,22.048825,25.759228,21.992708,21.992708,22.549255,22.491221,15.284631,15.303829,15.171159,15.17868,16.160279,15.22552,15.22552,15.447138,15.38016,1,0,2
10.539297,10.837813,10.964383,11.690373,6.537302,11.554113,11.554113,11.067853,10.841936,11.734905,8.794926,11.640894,9.434342,11.51575,13.301485,11.720273,8.595552,8.522412,20.916911,22.091799,21.533016,22.095407,25.792631,22.03615,22.03615,22.555133,22.496561,15.280337,17.776493,15.16604,15.171243,16.229184,15.218493,15.218493,15.447087,15.380333,1,0,2
10.517862,10.821483,10.935137,11.659189,6.527575,11.523129,11.523129,11.051685,10.82587,11.74437,8.700481,11.690736,9.398137,11.493122,13.307759,11.684917,8.340963,8.606551,20.943584,22.101979,21.566243,22.143812,25.826862,22.081274,22.081274,22.56189,22.502802,15.275999,15.303078,15.160802,15.16358,16.295753,15.211253,15.211253,15.446876,15.380358,1,0,2
10.494928,10.803303,10.90407,11.625899,6.534688,11.490078,11.490078,11.033657,10.80793,11.758179,8.590734,11.702752,9.344196,11.479888,13.310066,11.662235,8.664046,8.681312,20.971135,22.113005,21.600645,22.194111,25.862345,22.128143,22.128143,22.56953,22.509948,15.27162,15.302508,15.155445,15.155686,16.356823,15.203793,15.203793,15.446503,15.380233,1,0,2
10.4705,10.783252,10.871156,11.590457,6.489353,11.454915,11.454915,11.013749,10.788092,11.777046,8.514857,11.656303,9.28064,11.475485,13.305593,11.650439,8.875391,8.74712,20.999569,22.124887,21.636249,22.246382,25.899564,22.176826,22.176826,22.578056,22.518001,15.267204,15.301803,15.149971,15.147552,16.408915,15.196107,15.196107,15.445965,15.379956,1,0,2
10.444578,10.761301,10.836358,11.55282,6.428053,11.417601,11.417601,10.991937,10.76633,11.943314,8.527394,11.558659,9.264234,11.479425,13.291695,11.648581,9.005479,8.80507,21.028892,22.13763,21.673079,22.300718,25.938959,22.227402,22.227402,22.587473,22.526965,15.262753,15.30096,15.144377,15.139164,16.448689,15.18818,15.18818,15.44526,15.379524,1,0,2
10.417167,10.737422,10.799642,11.512944,6.390784,11.378094,11.378094,10.968193,10.742614,12.222454,8.539852,11.436856,9.244438,11.490603,13.266256,11.655699,9.094264,8.856236,21.059107,22.151242,21.71116,22.357218,25.980808,22.279959,22.279959,22.597783,22.536842,15.258269,15.299974,15.138661,15.130507,16.473841,15.18,15.18,15.444384,15.378935,1,0,2
10.388276,10.711578,10.760979,11.47078,6.355965,11.336352,11.336352,10.942486,10.716912,12.471201,8.552039,11.313025,9.222422,11.50725,13.228161,11.670584,9.159922,9.0823,21.090223,22.165732,21.75052,22.415981,26.02511,22.334585,22.334585,22.608991,22.547636,15.253757,15.298842,15.132821,15.121566,16.483933,15.171551,15.171551,15.443336,15.378185,1,0,2
10.357913,10.683734,10.72033,11.42628,6.330016,11.292325,11.292325,10.914777,10.689189,12.680424,8.563855,11.198301,9.199617,11.527097,13.177774,11.691678,9.21167,9.925506,21.122246,22.181105,21.791191,22.47712,26.071552,22.391379,22.391379,22.621101,22.559351,15.249219,15.29756,15.126854,16.762366,16.480571,15.162819,15.162819,15.442113,15.377271,1,0,2
10.326098,10.653847,10.677665,11.379397,6.310438,11.245975,11.245975,10.885018,10.659409,12.830789,8.575316,11.095626,9.176737,11.548653,13.117014,11.718088,9.254504,8.978894,21.155185,22.19737,21.833202,22.540736,26.119576,22.450436,22.450436,22.634118,22.571992,15.244661,15.296123,15.120761,15.102769,16.467006,16.003464,16.003464,15.440713,15.376191,1,0,2
10.292843,10.62187,10.632946,11.330073,6.294428,11.197246,11.197246,10.853153,10.627531,12.910258,8.586411,11.005473,9.154684,11.570037,13.048914,11.748383,9.291182,9.011794,21.189046,22.214534,21.87659,22.606963,26.168504,22.511878,22.511878,22.648046,22.585562,15.240085,15.294527,15.114537,15.092878,16.447171,15.258968,15.258968,15.439132,15.374941,1,0,2
10.258147,10.587752,10.586134,11.27823,6.285261,11.146556,11.146556,10.819112,10.593517,12.917002,8.597153,10.927146,9.134258,11.589478,12.976742,11.781014,9.32318,9.041322,21.22384,22.232604,21.921403,22.675984,26.217661,22.57587,22.57587,22.662888,22.600065,15.23549,15.292767,15.108172,15.082619,16.424795,15.134742,15.134742,15.43737,15.373519,1,0,2
10.222051,10.551433,10.537175,11.223799,6.283998,11.094778,11.094778,10.782814,10.557327,12.859647,8.607677,10.859405,9.115959,11.605785,12.903139,11.814795,9.35126,9.067697,21.259569,22.251586,21.96767,22.747925,26.266431,22.642536,22.642536,22.678649,22.615506,15.230883,15.29084,15.101666,15.071971,16.402734,15.124671,15.124671,15.435425,15.371922,1,0,2
10.184585,10.512845,10.486016,11.166702,6.287552,11.040498,11.040498,10.744166,10.518931,12.753329,8.61822,10.801035,9.100514,11.617609,12.829874,11.848064,9.375877,9.091148,21.296237,22.271485,22.015427,22.822935,26.314296,22.712019,22.712019,22.695332,22.631888,15.226269,15.288741,15.095015,15.060912,16.382914,15.114204,15.114204,15.433294,15.370146,1,0,2
10.14574,10.471911,10.432625,11.106866,6.389609,10.983645,10.983645,10.703055,10.478315,12.613623,8.629001,10.750831,9.08817,11.624312,12.757201,11.87963,9.397453,9.112007,21.333859,22.292306,22.064746,22.901261,26.360905,22.784555,22.784555,22.712938,22.649214,15.221643,15.286468,15.088206,15.049397,16.366654,15.103297,15.103297,15.430977,15.368189,1,0,2
10.105522,10.428551,10.376955,11.044196,6.468678,10.924126,10.924126,10.659351,10.435502,12.456898,8.640188,10.7077,9.078933,11.625768,12.682775,11.908612,9.416428,9.130645,21.372436,22.314051,22.115683,22.983102,26.406096,22.860346,22.860346,22.73147,22.667486,15.217008,15.284018,15.081229,15.037394,16.354663,15.091911,15.091911,15.428472,15.366049,1,0,2
10.063932,10.382676,10.318959,10.978601,6.554967,10.861846,10.861846,10.612897,10.390574,12.472054,8.651907,10.670687,9.072832,11.622174,12.606067,11.934247,9.43324,9.14743,21.411982,22.33672,22.168312,23.068695,26.449782,22.939642,22.939642,22.750927,22.686705,15.212361,15.281388,15.074072,15.024861,16.346997,15.080002,15.080002,15.425778,15.363723,1,0,2
10.020956,10.334188,10.258585,10.909971,6.656625,10.796692,10.796692,10.563501,10.363211,12.566861,8.664188,10.639126,9.06953,11.613956,12.533072,11.95587,9.448318,9.162712,21.452499,22.360313,22.222685,23.15824,26.491873,23.022682,23.022682,22.77131,22.706873,15.207701,15.278576,18.837288,15.011767,16.343257,15.067524,15.067524,15.422894,15.361209,1,0,2
9.976584,10.282995,10.195773,10.838194,6.765417,10.728542,10.728542,10.510951,10.34846,12.663053,8.677013,10.61212,9.068833,11.601999,12.469154,11.973322,9.462054,9.176812,21.493994,22.384826,22.278853,23.251909,26.532312,23.109714,23.109714,22.792616,22.727986,15.203029,15.27558,15.059184,14.998084,16.342742,15.054432,15.054432,15.419819,15.358506,1,0,2
9.930826,10.229026,10.130451,10.763144,6.864547,10.657254,10.657254,10.455065,10.331143,12.761898,8.690333,10.588953,9.07046,11.587293,12.415693,11.986608,9.474789,9.190005,21.536496,22.410252,22.336927,23.349968,26.571136,23.201117,23.201117,22.814838,22.750038,15.198335,15.272399,15.051427,14.983771,16.344471,15.040657,15.040657,15.416554,15.355612,1,0,2
9.883689,10.172275,10.062549,10.684705,6.919615,10.582675,10.582675,10.395888,10.311094,12.868448,8.704099,10.569327,9.074047,11.570696,12.371851,11.995503,9.486804,9.202508,21.580036,22.436582,22.397026,23.452639,26.608449,23.297307,23.297307,22.837966,22.773021,15.19361,15.269031,15.043437,15.073441,16.347283,15.026123,15.026123,15.4131,15.352526,1,0,2
9.835161,10.112917,9.991993,10.603173,6.901315,10.504636,10.504636,10.334339,10.293059,12.992199,8.71826,10.553043,9.079228,11.553098,12.33612,11.999835,9.498339,9.214501,21.624634,22.463797,22.459253,23.560015,26.644357,23.398691,23.398691,22.861986,22.796918,15.188847,15.265479,15.035196,15.284298,16.350018,15.207012,15.207012,15.409458,15.349249,1,0,2
9.785248,10.051503,9.918656,10.520356,6.820036,10.422888,10.422888,10.27369,10.282661,13.148749,8.732755,10.539911,9.085645,11.535457,12.307315,11.999627,9.509594,9.226117,21.670347,22.491877,22.52381,23.672191,26.679009,23.505847,23.505847,22.886879,22.821708,15.184033,15.261742,15.026673,15.502219,16.351471,15.451032,15.451032,15.40563,15.345783,1,0,2
9.733912,9.989236,9.842442,10.433921,6.716542,10.337228,10.337228,10.220046,10.279365,13.366764,8.747534,10.529779,9.092965,11.518745,12.285158,11.995083,9.520725,9.237446,21.717191,22.520791,22.590835,23.788854,26.712592,23.619233,23.619233,22.912624,22.847365,15.179161,15.257824,15.017848,15.724979,16.350433,15.71077,15.71077,15.401618,15.342129,1,0,2
9.6811,9.928005,9.763292,10.343973,6.608876,10.247528,10.247528,10.176098,10.284633,13.718052,8.762561,10.522553,9.100901,11.503872,12.270283,11.986565,9.531846,9.24854,21.76515,22.550499,22.660403,23.909091,26.745241,23.739107,23.739107,22.939199,22.873859,15.174233,15.253727,15.008709,15.948358,16.34597,15.986889,15.986889,15.397426,15.338287,1,0,2
9.626758,9.869507,9.6811,10.250672,6.52097,10.153605,10.153605,10.136774,10.308037,14.536355,8.777799,10.518056,9.109126,11.491738,12.263828,11.974802,9.543013,9.259407,21.814251,22.580962,22.73271,24.031439,26.777065,23.865737,23.865737,22.966584,22.901155,15.169241,16.16462,14.999227,16.165435,16.337337,16.279546,16.279546,15.393053,15.334262,1,0,2
9.570837,9.813667,9.59576,10.154409,6.446744,10.055363,10.055363,10.096605,10.345674,14.144345,8.793202,10.516006,9.117302,11.483122,12.266953,11.960868,9.554213,9.269991,21.864492,22.612134,22.807924,24.153306,26.808203,23.998957,23.998957,22.994758,22.929213,15.164182,15.245011,14.989379,16.365133,16.323865,16.587405,16.587405,15.388503,15.330054,1,0,2
9.513286,9.758595,9.507174,10.055836,6.359348,9.952838,9.952838,10.053312,10.379565,13.514527,8.808765,10.516222,9.125326,11.478378,12.280332,11.945662,9.565364,9.280197,21.915906,22.643979,22.886325,24.270814,26.838728,24.137998,24.137998,23.023713,22.957999,15.159049,15.240401,16.419437,16.530972,16.305211,16.906438,16.906438,15.383775,15.325667,1,0,2
9.454064,9.702073,9.415224,9.955883,6.242176,9.84633,9.84633,10.006372,10.386742,13.17656,8.824498,10.518484,9.13332,11.4775,12.303794,11.929966,9.576359,9.289936,21.968505,22.676455,22.968186,24.37859,26.868591,24.28071,24.28071,23.053443,22.987478,15.15384,15.235627,14.968439,16.640772,16.281519,17.227508,17.227508,15.378869,15.3211,1,0,2
9.3931,9.642517,9.319715,9.855564,6.212089,9.736553,9.736553,9.955834,10.361164,12.943457,8.840471,10.522379,9.141512,11.480234,12.335963,11.914481,9.587133,9.299187,22.022218,22.709489,23.05366,24.470434,26.89771,24.422577,24.422577,23.083928,23.017589,15.14856,15.230699,14.957292,16.669518,16.253163,17.53313,17.53313,15.373786,15.316358,1,0,2
9.330324,9.578985,9.220479,9.755725,6.411171,9.624916,9.624916,9.901898,10.312718,12.764043,8.856885,10.52686,9.150015,11.486156,12.373738,11.899847,9.597752,9.308058,22.077013,22.74299,23.143045,24.541032,26.925992,24.555954,24.555954,23.115139,23.048249,15.143213,15.225624,14.945653,16.594416,18.328805,17.793609,17.793609,15.36853,15.311448,1,0,2
9.265627,9.510868,9.117332,9.656561,6.445486,9.513535,9.513535,9.844794,10.249549,12.619179,8.873926,10.530312,9.159083,11.494676,12.412103,11.886734,9.608483,9.316813,22.132838,22.776848,23.236668,24.588011,26.953321,24.669742,24.669742,23.147045,23.079358,15.137803,15.220416,14.933484,16.402863,16.184949,17.96623,17.96623,15.363102,15.306377,1,0,2
9.198879,9.437616,9.010046,9.557347,6.525494,9.404731,9.404731,9.784732,10.172691,12.498885,8.891892,10.531374,9.168918,11.505047,12.445048,11.875538,9.619866,9.325947,22.189654,22.810942,23.334951,24.613102,26.979536,24.751674,24.751674,23.179618,23.110797,15.132337,15.215087,14.920742,16.096426,16.147035,18.003352,18.003352,16.824193,15.301154,1,0,2
9.129955,9.358551,8.898357,9.456561,6.619378,9.299858,9.299858,9.721904,10.078551,12.3963,8.911209,10.529921,9.179562,11.516492,12.467457,11.865891,9.632689,9.336186,22.247427,22.845134,23.438422,24.621536,27.004416,24.793893,24.793893,23.212839,23.142433,15.126821,15.209653,14.907374,15.688606,16.10847,17.87274,17.87274,16.535023,15.29579,1,0,2
9.062251,9.272693,8.782039,9.35239,6.748677,9.19827,9.19827,9.656493,9.960813,12.307562,8.932217,10.527315,9.191098,11.528271,12.47668,11.857281,9.647837,9.34832,22.306034,22.879231,23.547545,24.620398,27.027674,24.798509,24.798509,23.246677,23.174088,15.121269,15.204135,14.893342,15.199793,16.071168,17.578362,17.578362,15.345816,15.290298,1,0,2
8.993315,9.18033,8.660775,9.243192,6.845457,9.097493,9.097493,9.58867,9.816851,12.230535,8.955125,10.525462,9.203704,11.53962,12.473229,11.84916,9.666159,9.363101,22.36533,22.912997,23.662864,24.616279,27.049009,24.776208,24.776208,23.281104,23.205533,15.115699,15.198555,14.878605,14.86031,16.037363,17.154609,17.154609,15.339729,15.284696,1,0,2
8.922175,9.084301,8.534151,9.127989,6.912829,8.994514,8.994514,9.686539,9.655641,12.162983,8.979978,10.525653,9.217333,11.549737,12.461421,11.840403,9.688369,9.381151,22.425168,22.946165,23.785057,24.613985,27.068132,24.740228,24.740228,23.316105,23.236502,15.110129,15.19294,14.863122,14.87381,16.009611,16.643658,16.643658,15.333487,15.279003,1,0,2
8.849174,8.973575,8.40184,9.007442,6.87541,8.887029,8.887029,9.962132,9.478262,12.103786,9.006756,10.528806,9.232119,11.557964,12.450565,11.830363,9.714939,9.40288,22.485325,22.978431,23.914779,24.61597,27.084666,24.701993,24.701993,23.351687,23.266685,15.104582,15.187322,14.846867,14.887352,15.990899,16.079542,16.079542,15.327091,15.273242,1,0,2
8.775033,8.836738,8.269683,8.884978,6.807657,8.773698,8.773698,10.238316,9.314114,12.05202,9.035308,10.535326,9.248137,11.563631,12.454128,11.818403,9.746053,9.428411,22.5456,23.009473,24.05284,24.620365,27.098125,24.669108,24.669108,23.387885,23.295727,15.099082,15.181731,14.829821,14.900567,15.98444,15.480139,15.480139,15.320546,15.267436,1,0,2
